timestamp,after_openDate,after_open_minutes,fun_score,message_count,viewer_count,chat_spike_score,reaction_score,diversity_score,viewer_trend_score,final_score,threshold,baseline_chat_count,baseline_viewer_count,laugh_count,excitement_count,surprise_count,reaction_count,total_keywords,chat_context_sample
2025-09-06T15:35:48.624077,0:00:24,0.4,5.252628368352548,4,9,0.6631400785098712,3.0459959025520697e-06,50.20528122475732,0,5.252628368352548,40.0,27.189168933159795,635.7894862373066,0,0,0,0,0,"['빅하', '빅하', '빅ㅎㅏ']"
2025-09-06T15:35:53.635071,0:00:29,0.48333333333333334,5.313064819202159,6,35,0.7779919795923536,3.0459959025520697e-06,50.40766407946474,0,5.313064819202159,40.0,26.400252039843817,631.985537613576,0,0,0,0,0,"['빅하', '빅하', '빅ㅎㅏ']"
2025-09-06T15:35:58.639100,0:00:34,0.5666666666666667,5.4726299931420135,12,35,1.2625741131880523,3.0459959025520697e-06,50.30727835127834,0,5.4726299931420135,40.0,25.500226835859433,625.5419838522183,0,0,0,0,0,"['빅ㅎㅏ', 'ㅂㅎ', '빅하']"
2025-09-06T15:36:03.643927,0:00:39,0.65,5.7952838702788805,18,89,2.1223838764462566,3.0459959025520697e-06,50.52448295124329,0,5.7952838702788805,40.0,24.57520415227349,616.7227854669965,0,0,0,0,0,"['빅하', '빅하', '빅하']"
2025-09-06T15:36:08.647790,0:00:44,0.7333333333333333,6.091476330094918,21,89,2.8774342579771157,4.093253471812678e-06,50.84372702501538,0,6.091476330094918,40.0,23.68768373704614,606.0355069202968,0,1,0,0,1,"['안냐세요', '빅하', 'ㅂㅎ']"
2025-09-06T15:36:13.651195,0:00:49,0.8166666666666667,6.255403869580633,22,37,3.3342687263569966,4.135960611154984e-06,50.88408160971439,0,6.255403869580633,40.0,22.883915363341526,593.6669562282672,0,1,0,0,1,"['빅하', 'ㅂㅎ', '빅하']"
2025-09-06T15:36:18.654859,0:00:54,0.9,5.966180392173638,18,37,2.4806393920863186,4.1759795931806885e-06,50.97954934551589,0,5.966180392173638,40.0,22.185523827007373,579.5252606054405,0,1,0,0,1,"['ㅂㅎ', '빅하', '빅하']"
2025-09-06T15:36:23.657991,0:00:59,0.9833333333333333,6.185061111087034,20,37,3.1169896098910166,4.213623845570365e-06,50.94113062175639,0,6.185061111087034,40.0,21.571971444306637,563.7877345448965,0,1,0,0,1,"['빅하', '{:bigheadBig:}{:bigheadHa:}', '오늘 합방이라도 있습니까']"
2025-09-06T15:36:28.727286,0:01:05,1.0833333333333333,6.0484119670502166,18,37,2.706716671934852,4.248351783262672e-06,51.01059432532305,0,6.0484119670502166,40.0,21.039774299875972,546.6889610904068,0,1,0,0,1,"['빅하', '빅하', 'ㅂㅎ']"
2025-09-06T15:36:33.743201,0:01:10,1.1666666666666667,5.9935529239896335,17,37,2.5515491113334554,4.27928357166403e-06,51.00509023309495,0,5.9935529239896335,40.0,20.590796869888376,528.3650649813661,0,1,0,0,1,"['무여 왤케 일찍킴', '빅하', '빅하']"
2025-09-06T15:36:38.823889,0:01:15,1.25,5.817545831264092,15,37,2.160364664040211,3.0459959025520697e-06,50.61416980451657,0,5.817545831264092,40.0,20.231717182899537,508.93855848322954,0,0,0,0,0,"['빅하', '빅하', '빅하']"
2025-09-06T15:36:43.918670,0:01:20,1.3333333333333333,5.993981966607692,17,37,2.687858494584682,4.325997501250402e-06,50.53229763104052,0,5.993981966607692,40.0,19.953545464609586,488.5197026349066,0,1,0,0,1,"['보통 늦잠자고 이른시간에 킨거면 4시에 뭐 있나', '빅하', '빅하']"
2025-09-06T15:36:48.929198,0:01:25,1.4166666666666667,6.036575976811948,17,37,2.7305562813245756,4.340250787664819e-06,50.80879542248031,0,6.036575976811948,40.0,19.768190918148626,467.20773237141594,0,1,0,0,1,"['빅하', '빅하', '!노래']"
2025-09-06T15:36:54.026026,0:01:30,1.5,5.963015630212793,16,37,2.490580297224571,6.206033913910606e-06,50.91310043770627,0,5.963015630212793,40.0,19.671371826333765,445.09195913427436,0,2,0,0,2,"['빅하', '빅하', '빅하']"
2025-09-06T15:36:59.030723,0:01:35,1.5833333333333333,5.742857349702861,13,37,1.8570037720199186,6.233690052673699e-06,50.92903536019868,0,5.742857349702861,40.0,19.549234643700387,422.25276322084693,0,2,0,0,2,"['빅하', '빅하', '빅하']"
2025-09-06T15:37:04.034293,0:01:40,1.6666666666666667,5.506691336052154,8,37,1.1284511295793573,6.2870465330294e-06,51.11730925880765,0,5.506691336052154,40.0,19.319311179330352,398.76248689876223,0,2,0,0,2,"['빅하', '오늘 못올줄 알았음', '빋하']"
2025-09-06T15:37:09.037752,0:01:45,1.75,5.479179498736247,7,37,1.031947933903365,6.373392085400309e-06,51.17995172513235,0,5.479179498736247,40.0,18.962380061397315,374.68623820888604,0,2,0,0,2,"['오늘 못올줄 알았음', '빋하', '합방인가?']"
2025-09-06T15:37:14.041918,0:01:50,1.8333333333333333,9.861467401676448,5,229,0.8481532962487595,6.4984379757036156e-06,50.64611148614192,30,9.861467401676448,40.0,18.476142055257583,350.08261438799747,0,2,0,0,2,"['{:bigheadBig:}{:bigheadHa:}', '오늘 일찍간다하심', '빅하']"
2025-09-06T15:37:19.045350,0:01:55,1.9166666666666667,10.066722888795137,4,229,0.7717584696597305,6.653493647071239e-06,52.96604763016772,30,10.066722888795137,40.0,17.918527849731824,325.9643529491977,0,2,0,0,2,"['오늘 일찍간다하심', '빅하', '{:bigheadBig:}{:bigheadHa:}']"
2025-09-06T15:37:24.221459,0:02:00,2.0,9.948290257252538,3,229,0.6971352593767366,4.552271024949792e-06,52.04291095562269,30,9.948290257252538,40.0,17.421675064758645,302.2829176542779,0,1,0,0,1,"['일찍 와서 일찍 퇴근', '빅하', '{:bigheadBig:}{:bigheadHa:}{:bigheadBig:}{:bigheadHa:}']"
2025-09-06T15:37:29.319290,0:02:05,2.0833333333333335,10.007252819284393,6,229,0.9998319080278993,4.599594737793728e-06,51.57309811636733,30,10.007252819284393,40.0,16.984507558282782,278.9946258888501,0,1,0,0,1,"['일찍 와서 일찍 퇴근', '빅하', '{:bigheadBig:}{:bigheadHa:}{:bigheadBig:}{:bigheadHa:}']"
2025-09-06T15:37:34.325896,0:02:10,2.1666666666666665,10.012981238100917,6,229,1.0161987686517935,4.643590140492086e-06,51.57309811636733,30,10.012981238100917,40.0,16.601056802454504,259.13516329996514,0,1,0,0,1,"['일찍 와서 일찍 퇴근', '빅하', '{:bigheadBig:}{:bigheadHa:}{:bigheadBig:}{:bigheadHa:}']"
