timestamp,after_openDate,after_open_minutes,fun_score,message_count,viewer_count,chat_spike_score,reaction_score,diversity_score,viewer_trend_score,final_score,threshold,baseline_chat_count,baseline_viewer_count,laugh_count,excitement_count,surprise_count,reaction_count,total_keywords,chat_context_sample
2025-09-05T20:23:39.526843,0:58:59,58.983333333333334,5.356811132516686,3,710,0.8992546321882356,6.133882401004537e-06,50.42069557697843,0,5.356811132516686,50.0,10.0,100.0,0,1,0,0,1,"['1시간 진행함', '이제 슬슬 더 빡세지나', '오옹']"
2025-09-05T20:23:44.528349,0:59:04,59.06666666666667,5.356811132516686,3,710,0.8992546321882356,6.133882401004537e-06,50.42069557697843,0,5.356811132516686,50.0,10.0,100.0,0,1,0,0,1,"['1시간 진행함', '이제 슬슬 더 빡세지나', '오옹']"
2025-09-05T20:23:49.529775,0:59:09,59.15,5.540435569270224,5,710,1.338570184856971,1.2352121908286102e-05,50.7193106372152,0,5.540435569270224,50.0,10.0,100.0,0,2,0,0,2,"['1시간 진행함', '이제 슬슬 더 빡세지나', '오옹']"
2025-09-05T20:23:54.532281,0:59:14,59.233333333333334,5.540435569270224,5,710,1.338570184856971,1.2352121908286102e-05,50.7193106372152,0,5.540435569270224,50.0,10.0,100.0,0,2,0,0,2,"['1시간 진행함', '이제 슬슬 더 빡세지나', '오옹']"
2025-09-05T20:23:59.537837,0:59:19,59.31666666666667,5.816981673189667,7,710,1.9903603733808648,5.5358357848072986e-05,51.20333399163224,0,5.816981673189667,50.0,10.0,100.0,1,3,0,0,4,"['1시간 진행함', '이제 슬슬 더 빡세지나', '오옹']"
2025-09-05T20:24:04.554545,0:59:24,59.4,5.961451305491636,8,710,2.4256869968548473,5.5358357848072986e-05,51.124387132493,0,5.961451305491636,50.0,10.0,100.0,1,3,0,0,4,"['1시간 진행함', '이제 슬슬 더 빡세지나', '오옹']"
2025-09-05T20:24:09.636173,0:59:29,59.483333333333334,5.817301901584144,7,703,1.9903603733808648,5.5358357848072986e-05,51.206536275577015,0,5.817301901584144,50.0,10.0,100.0,1,3,0,0,4,"['총있으면 액션겜이지', '인벤슬롯 좀 풀어주오', '어제 6시간쯤 하고 오늘은 1시간쯤돔']"
2025-09-05T20:24:14.637651,0:59:34,59.56666666666667,5.139931368655551,9,703,2.954806338654611,5.5358357848072986e-05,41.05727006783298,0,5.139931368655551,50.0,10.0,100.0,1,3,0,0,4,"['총있으면 액션겜이지', '인벤슬롯 좀 풀어주오', '어제 6시간쯤 하고 오늘은 1시간쯤돔']"
2025-09-05T20:24:19.646855,0:59:39,59.65,5.763948104203118,9,703,2.954806338654611,0.0001114780117171218,47.29721294469317,0,5.763948104203118,50.0,10.0,100.0,1,4,0,0,5,"['어제 6시간쯤 하고 오늘은 1시간쯤돔', 'ㄹㅇㅋㅋ', '바하식 인벤']"
2025-09-05T20:24:24.648074,0:59:44,59.733333333333334,5.408211718256827,11,703,4.376254187226095,0.0001114780117171218,38.76478161523006,0,5.408211718256827,50.0,10.0,100.0,1,4,0,0,5,"['ㄹㅇㅋㅋ', '바하식 인벤', '이야']"
